,id,stateOrProvince,bathrooms,bedrooms,listPrice,livingArea,yearBuilt,lotSize,propertySubType,listingCategory,numParkingSpaces,photoscount,grade
718,519451,NY,4,5,1399000.0,3700.0,1948.0,10230.0,Single Family Detached,Purchase,0.0,20,good
719,510949,NY,3,5,1129000.0,2084.289256198347,2014.0,16000.0,Single Family Detached,Purchase,0.0,20,good
720,492455,IN,4,5,209900.0,3200.0,2016.0,6716.95,Single Family Detached,Purchase,0.0,21,good
721,478138,FL,1,2,159900.0,882.0,1954.0,6969.6,Single Family Detached,Purchase,1.0,16,good
722,462581,WI,1,3,89900.0,1056.0,1936.0,4791.6,Single Family Detached,Purchase,2.0,15,good
723,460005,WI,2,4,775000.0,1844.0,1982.0,19166.4,Single Family Detached,Purchase,1.0,25,good
724,458894,NJ,3,4,469000.0,2084.289256198347,1987.0,8485.49,Single Family Detached,Purchase,2.0,25,good
725,456097,ID,2,3,2500.0,1330.0,1981.0,122417.00078291811,Timeshare,Purchase,1.0,8,bad
726,450003,MO,3,3,75000.0,1476.0,2000.0,10454.4,Single Family Detached,Purchase,2.0,10,good
727,448890,MO,2,3,136000.0,1056.0,1995.0,8755.56,Single Family Detached,Purchase,1.0,24,good
729,444074,MO,3,3,84900.0,1972.0,1968.0,122417.00078291811,Single Family Detached,Purchase,9.0,24,good
730,442533,MO,2,3,133000.0,1000.0,1958.0,9016.92,Single Family Detached,Purchase,1.0,10,good
731,438782,TN,1,3,68000.0,2084.289256198347,1934.0,122417.00078291811,Single Family Detached,Purchase,0.0,1,bad
732,437718,AL,2,3,199900.0,1600.0,2018.0,37026.0,Single Family Detached,Purchase,0.0,0,bad
733,431540,VA,3,3,389800.0,2084.289256198347,2009.0,122417.00078291811,Single Family Detached,Purchase,0.0,0,bad
734,431537,VA,3,4,259000.0,2084.289256198347,1985.0,122417.00078291811,Single Family Detached,Purchase,0.0,0,bad
736,411363,NM,2,2,85000.0,1078.0,1988.0,501811.2,Single Family Detached,Purchase,0.0,0,bad
737,411351,NM,3,4,219950.0,1807.0,2018.0,5662.8,Single Family Detached,Purchase,2.0,0,bad
738,408372,TX,4,4,390000.0,3033.0,1993.0,247203.0,Single Family Detached,Purchase,2.0,25,good
739,406210,WA,2,3,199000.0,1399.0,2003.0,122417.00078291811,Other,Purchase,0.0,18,good
740,404828,WA,3,4,725000.0,2775.0,1995.0,122417.00078291811,Single Family Attached,Purchase,3.0,21,good
742,391525,TX,1,3,399000.0,1088.0,1930.0,122417.00078291811,Single Family Detached,Purchase,0.0,0,bad
743,385738,TX,2,2,45000.0,1089.0,1973.0,122417.00078291811,Condominium,Purchase,0.0,10,good
744,376026,TN,3,3,250000.0,2914.0,1983.0,122417.00078291811,Single Family Detached,Purchase,2.0,40,good
745,375126,TN,3,5,448492.0,3362.0,2017.0,122417.00078291811,Single Family Detached,Purchase,2.0,0,bad
746,374706,TN,2,3,197400.0,1572.0,2013.0,74923.2,Single Family Detached,Purchase,2.0,28,good
747,374031,TN,1,2,80000.0,960.0,1974.0,15681.6,Single Family Detached,Purchase,0.0,0,bad
748,372558,TN,3,3,200000.0,2464.0,1994.0,14374.8,Single Family Detached,Purchase,2.0,28,good
749,370171,NC,2,3,160000.0,1372.0,2011.0,19166.4,Single Family Detached,Purchase,0.0,28,good
750,370099,NC,3,4,219900.0,2021.0,2013.0,26571.6,Single Family Detached,Purchase,0.0,28,good
751,364847,ID,3,2,1200.0,980.0,1991.0,122417.00078291811,Condominium,Purchase,1.0,8,bad
752,364842,ID,3,2,2500.0,980.0,1991.0,122417.00078291811,Condominium,Purchase,1.0,8,bad
753,363967,ID,4,4,599000.0,5533.0,1999.0,116305.2,Single Family Detached,Purchase,6.0,18,good
754,361002,CA,3,4,329700.0,1762.0,1974.0,7840.8,Single Family Detached,Purchase,0.0,29,good
755,360814,AR,4,3,439500.0,2308.0,2006.0,122417.00078291811,Single Family Detached,Purchase,2.0,18,good
756,360271,AR,2,3,149900.0,1692.0,1978.0,122417.00078291811,Single Family Detached,Purchase,2.0,20,good
757,360085,VA,2,3,269900.0,1533.0,2018.0,33976.8,Single Family Detached,Purchase,2.0,20,good
758,359050,MO,4,4,229000.0,2382.0,2000.0,8712.0,Single Family Detached,Purchase,2.0,29,good
759,358112,KS,0,0,220000.0,2084.289256198347,2006.0,122417.00078291811,Duplex,Purchase,2.0,0,bad
760,358093,KS,3,3,210000.0,1623.0,2018.0,122417.00078291811,Townhouse,Purchase,2.0,0,bad
761,358091,KS,3,3,210000.0,1623.0,2018.0,122417.00078291811,Townhouse,Purchase,2.0,0,bad
762,358090,KS,3,3,210000.0,1623.0,2018.0,122417.00078291811,Townhouse,Purchase,2.0,0,bad
763,355946,KS,4,4,295000.0,2084.289256198347,2018.0,122417.00078291811,Single Family Detached,Purchase,3.0,0,bad
764,333042,NJ,2,6,60000.0,2084.289256198347,1928.0,4356.0,Other,Purchase,2.0,1,bad
765,331155,NJ,2,5,150000.0,2084.289256198347,1923.0,2613.6,Other,Purchase,4.0,1,bad
766,328621,NJ,2,2,120000.0,2084.289256198347,1920.0,3049.2,Single Family Detached,Purchase,0.0,1,bad
767,325505,TN,3,3,369900.0,2360.0,1990.0,18295.2,Single Family Detached,Purchase,2.0,20,good
768,316936,MI,2,3,229900.0,1916.0,1996.0,12702.1,Single Family Detached,Purchase,2.0,27,good
769,296862,GA,2,3,214900.0,1790.0,2018.0,6534.0,Single Family Detached,Purchase,0.0,0,bad
771,280824,GA,3,3,159900.0,1750.0,1987.0,134164.8,Single Family Detached,Purchase,0.0,26,good
772,280334,GA,3,3,319900.0,3000.0,1980.0,376358.4,Single Family Detached,Purchase,0.0,0,bad
773,276364,GA,1,3,249900.0,0.0,1945.0,122417.00078291811,Single Family Detached,Purchase,0.0,0,bad
774,274602,GA,5,5,579000.0,0.0,2002.0,19166.4,Single Family Detached,Purchase,0.0,0,bad
775,273566,GA,3,2,3500.0,1563.0,2008.0,122417.00078291811,Single Family Attached,Rent,0.0,0,bad
776,273166,GA,3,3,800.0,0.0,1974.0,122417.00078291811,Single Family Attached,Rent,0.0,14,good
777,269273,GA,2,3,175000.0,1540.0,1989.0,78408.0,Single Family Detached,Purchase,0.0,15,good
778,259270,IA,0,0,980.0,2084.289256198347,1971.0,122417.00078291811,Other,Rent,0.0,0,bad
779,253506,FL,1,1,800.0,2084.289256198347,1971.0,122417.00078291811,Single Family Attached,Rent,0.0,10,good
780,250181,GA,4,4,314990.0,3004.0,2018.0,19166.4,Single Family Detached,Purchase,0.0,0,bad
781,249121,GA,4,5,2500.0,2658.0,2003.0,122417.00078291811,Single Family Detached,Rent,0.0,36,good
782,243028,GA,3,2,1250.0,1232.0,1986.0,122417.00078291811,Townhouse,Rent,0.0,11,good
783,232446,GA,1,2,59900.0,1002.0,1947.0,8276.4,Single Family Detached,Purchase,0.0,0,bad
784,230602,GA,3,4,204900.0,2592.0,2006.0,9082.26,Single Family Detached,Purchase,0.0,0,bad
785,228478,GA,2,3,114900.0,1259.0,1971.0,19602.0,Single Family Detached,Purchase,0.0,1,bad
786,221791,NC,3,4,249000.0,2084.289256198347,1977.0,122417.00078291811,Single Family Detached,Purchase,2.0,0,bad
787,221426,NC,2,3,46500.0,2084.289256198347,1975.0,122417.00078291811,Single Family Detached,Purchase,1.0,0,bad
788,219548,MI,1,1,3500.0,480.0,1926.0,122417.00078291811,Single Family Detached,Purchase,0.0,1,bad
789,219403,MI,1,3,9900.0,1435.0,1952.0,6969.6,Single Family Detached,Purchase,0.0,1,bad
790,219401,MI,1,2,8900.0,768.0,1956.0,6098.4,Single Family Detached,Purchase,0.0,1,bad
791,219400,MI,1,2,8900.0,768.0,1956.0,5227.2,Single Family Detached,Purchase,0.0,1,bad
792,219393,MI,1,2,9900.0,860.0,1926.0,122417.00078291811,Single Family Detached,Purchase,0.0,1,bad
793,219390,MI,1,2,8900.0,768.0,1956.0,5227.2,Single Family Detached,Purchase,0.0,1,bad
794,218799,AR,1,3,2500.0,980.0,1959.0,122417.00078291811,Condominium,Purchase,0.0,1,bad
795,218758,AR,1,2,2500.0,1125.0,1933.0,122417.00078291811,Single Family Detached,Purchase,0.0,0,bad
796,215042,ID,6,4,5450000.0,4618.0,2017.0,3484.8,Single Family Detached,Purchase,0.0,18,good
798,210356,FL,2,3,300000.0,1392.0,1977.0,16988.4,Single Family Detached,Purchase,2.0,19,good
799,204492,IA,3,4,1257886.0,2656.0,2018.0,15158.88,Single Family Detached,Purchase,0.0,0,bad
800,204450,IA,1,3,190000.0,809.0,1890.0,122417.00078291811,Single Family Detached,Purchase,0.0,0,bad
801,204438,IA,0,0,425000.0,0.0,2015.0,122417.00078291811,Single Family Detached,Purchase,0.0,0,bad
802,204429,IA,4,4,405000.0,2500.0,2018.0,413384.4,Single Family Detached,Purchase,0.0,0,bad
803,204392,IA,2,2,391060.0,1500.0,2018.0,122417.00078291811,Single Family Detached,Purchase,0.0,0,bad
804,203873,IA,1,1,19900.0,481.0,1923.0,7013.16,Single Family Detached,Purchase,0.0,0,bad
805,203855,IA,3,4,354050.0,1660.0,2018.0,10890.0,Single Family Detached,Purchase,0.0,0,bad
806,203838,IA,0,0,944435.0,2713.0,2018.0,76752.72,Single Family Detached,Purchase,0.0,0,bad
807,203697,IA,0,5,728615.0,2950.0,2017.0,41294.88,Single Family Detached,Purchase,0.0,0,bad
808,203510,IA,2,3,278900.0,1483.0,2018.0,122417.00078291811,Single Family Detached,Purchase,0.0,0,bad
809,203435,IA,1,3,111000.0,1703.0,1940.0,8058.6,Single Family Detached,Purchase,0.0,0,bad
810,203407,IA,2,3,261900.0,1532.0,2017.0,13764.96,Single Family Detached,Purchase,0.0,0,bad
813,169662,SC,2,3,177680.0,1663.0,2018.0,122417.00078291811,Single Family Detached,Purchase,0.0,0,bad
814,156296,NJ,2,2,509000.0,2084.289256198347,1935.0,122417.00078291811,Condominium,Purchase,0.0,18,good
815,153915,LA,2,3,169900.0,1381.0,2016.0,50094.0,Single Family Detached,Purchase,0.0,22,good
816,150396,CA,6,5,14500.0,5391.0,1986.0,15992.0,Single Family Detached,Rent,0.0,20,good
817,150043,IN,1,2,69900.0,864.0,1920.0,6098.4,Single Family Detached,Purchase,1.0,20,good
818,142080,CA,2,4,325000.0,1886.0,2002.0,7840.8,Single Family Detached,Purchase,2.0,18,good
819,128982,SC,1,1,119900.0,2084.289256198347,1981.0,122417.00078291811,Condominium,Purchase,0.0,18,good
824,121495,WY,3,4,504586.0,2084.289256198347,2018.0,217800.0,Farm,Purchase,4.0,0,bad
825,120413,MO,3,4,239900.0,2208.0,1994.0,122417.00078291811,Single Family Detached,Purchase,0.0,0,bad
826,120018,MO,1,2,69995.0,864.0,2005.0,122417.00078291811,Other,Purchase,0.0,0,bad
827,119734,MO,2,3,800.0,1500.0,2003.0,122417.00078291811,Duplex,Rent,0.0,0,bad
828,115568,GA,3,6,198800.0,2700.0,2003.0,385070.4,Triplex,Purchase,0.0,10,good
829,114156,AR,8,2,360000.0,4960.0,2012.0,13939.2,Duplex,Purchase,4.0,10,good
831,109535,AR,1,2,5999.0,2154.0,1982.0,6534.0,Single Family Detached,Purchase,0.0,1,bad
832,108257,AR,2,2,59800.0,1200.0,1984.0,122417.00078291811,Townhouse,Purchase,2.0,1,bad
833,103889,KY,0,51,720.0,2084.289256198347,1978.0,400752.0,Apartment,Purchase,2.0,1,bad
834,97798,AL,2,3,169900.0,2084.289256198347,2008.0,21780.0,Single Family Detached,Purchase,0.0,1,bad
835,97486,AL,4,5,575000.0,2084.289256198347,2014.0,10454.4,Single Family Detached,Purchase,0.0,50,good
837,93928,FL,3,3,549000.0,2217.0,1989.0,122417.00078291811,Single Family Detached,Purchase,2.0,18,good
838,83782,CA,1,2,224900.0,720.0,1975.0,122417.00078291811,Single Family Detached,Purchase,0.0,18,good
840,81880,MT,0,0,125900.0,0.0,2010.0,10402.13,Other,Purchase,3.0,0,bad
841,80296,CA,3,4,222900.0,2055.0,2003.0,6969.6,Single Family Detached,Purchase,1.0,0,bad
842,73997,AZ,2,3,389900.0,1737.0,1951.0,12967.99,Single Family Detached,Purchase,0.0,0,bad
843,63695,AZ,0,0,169000.0,2084.289256198347,1963.0,122417.00078291811,Duplex,Purchase,1.0,0,bad
845,51604,AZ,3,4,344400.0,2460.0,2018.0,174240.0,Single Family Detached,Purchase,3.0,0,bad
846,51603,AZ,3,4,303240.0,2166.0,2018.0,174240.0,Single Family Detached,Purchase,3.0,0,bad
847,50618,NY,2,2,6000.0,1704.0,1981.0,435.6,Timeshare,Purchase,0.0,1,bad
848,50614,NY,2,2,7000.0,1704.0,1981.0,435.6,Timeshare,Purchase,0.0,1,bad
849,47216,GA,5,5,600000.0,2084.289256198347,1970.0,709156.8,Single Family Detached,Purchase,4.0,0,bad
850,46253,MI,3,3,334900.0,2107.0,2018.0,122417.00078291811,Single Family Detached,Purchase,0.0,1,bad
854,44782,CT,2,3,299900.0,1517.0,2000.0,217800.0,Single Family Detached,Purchase,2.0,0,bad
855,44656,ON,3,4,345000.0,1833.0,1988.0,122417.00078291811,Single Family Detached,Purchase,2.0,0,bad
856,43090,FL,2,3,389900.0,2378.0,1990.0,5662.8,Single Family Detached,Purchase,2.0,64,good
857,42870,FL,2,2,264900.0,1430.0,1993.0,122417.00078291811,Condominium,Purchase,1.0,75,good
858,42221,FL,2,2,1650.0,2084.289256198347,1975.0,122417.00078291811,Condominium,Rent,1.0,31,good
859,41860,FL,2,2,225000.0,1507.0,1971.0,4791.6,Single Family Detached,Purchase,1.0,40,good
860,41770,FL,3,3,639000.0,2080.0,1984.0,122417.00078291811,Condominium,Purchase,1.0,37,good
865,34893,FL,2,2,218900.0,1387.0,1968.0,4356.0,Single Family Detached,Purchase,1.0,42,good
870,25018,FL,2,4,195000.0,1356.0,1976.0,122417.00078291811,Single Family Detached,Purchase,0.0,0,bad
872,20636,FL,1,1,290000.0,694.0,2008.0,122417.00078291811,Condominium,Purchase,1.0,2,bad
874,16871,FL,1,1,525000.0,780.0,1999.0,122417.00078291811,Condominium,Purchase,1.0,0,bad
881,11313,FL,3,4,639000.0,3293.0,1974.0,43560.0,Single Family Detached,Purchase,2.0,38,good
885,7840,FL,0,0,425000.0,1512.0,1923.0,122417.00078291811,Duplex,Purchase,5.0,2,bad
895,7114,FL,2,3,734000.0,1367.0,1949.0,7405.2,Single Family Detached,Purchase,1.0,1,bad
896,6599,FL,2,1,97900.0,861.0,1968.0,122417.00078291811,Condominium,Purchase,0.0,0,bad
897,5181,FL,1,1,92000.0,642.0,1962.0,122417.00078291811,Condominium,Purchase,0.0,2,bad
898,3983,FL,3,3,379000.0,2408.0,1981.0,9147.6,Single Family Detached,Purchase,2.0,0,bad
899,2637,FL,2,2,125000.0,1300.0,1973.0,122417.00078291811,Condominium,Purchase,0.0,0,bad
